date,region,temperature,rainfall,co2,sea_level,year,month,season,decade,temp_rolling_12,rain_rolling_12,z_score,anomaly
2003-02-01,Central,31.539034877700733,100.54480273919644,378.67257088516993,2.102725894176944,2003,2,Winter,2000,25.567311185594274,70.78104202336343,1.0285549726778065,False
2003-03-01,Central,32.077480041209895,56.102198568073305,380.9800984149358,2.7995852643517565,2003,3,Spring,2000,25.5581409913005,70.19682870113975,1.1165175215144627,False
2003-04-01,Central,33.63709689125236,63.818798426041226,381.5294554085602,1.0271217154468557,2003,4,Spring,2000,25.60914038994355,72.22774916346772,1.3713027487495801,False
2003-05-01,Central,30.422349571557397,41.95092023114218,376.9880115514493,2.192963288022365,2003,5,Spring,2000,25.765554361173354,70.80995495589042,0.8461288085413396,False
2003-06-01,Central,25.7488623661962,42.44802456387939,381.3596345997753,0.7280320581266881,2003,6,Summer,2000,25.95530746284943,71.25202262335958,0.08264930422209282,False
2003-07-01,Central,20.70350292455498,40.71000195751908,378.2178557778973,2.792495156852797,2003,7,Summer,2000,25.712503741294316,70.25965772502606,-0.7415807313705608,False
2003-08-01,Central,18.335866853126667,58.21567527608238,379.7479504183372,1.2987956516500032,2003,8,Summer,2000,25.670759871734408,73.35910431289759,-1.1283672004013987,False
2003-09-01,Central,20.22092290611351,69.75713504329974,382.8974013189996,2.175615863775334,2003,9,Autumn,2000,25.94698805032462,72.53318237110685,-0.8204169273595876,False
2003-10-01,Central,18.696251347381025,83.51902576957342,381.17111077648985,2.924469098207,2003,10,Autumn,2000,25.82174596676393,72.35578868175351,-1.069493352470024,False
2003-11-01,Central,21.81067505956487,101.39602858114128,382.3946416375763,2.0093411316045016,2003,11,Autumn,2000,25.504734573708163,71.05791391079761,-0.5607086768020274,False
2003-12-01,Central,26.81212970576816,95.5086075376044,377.3965218243435,0.9819578921883472,2003,12,Winter,2000,25.514603992260373,70.925017806881,0.25634889634764896,False
2004-01-01,Central,28.04990354664805,86.84638878047721,384.9024839146128,2.364493295258032,2004,1,Winter,2000,25.671173007589488,70.06813395616918,0.4585565663312605,False
2004-02-01,Central,31.342734894575266,73.9187004322315,379.7357075877823,0.2018827067330242,2004,2,Winter,2000,25.654814675662365,67.84929209725543,0.9964866247335599,False
2004-03-01,Central,30.324830237564463,70.8291185317204,378.9627093046992,2.801367075632017,2004,3,Spring,2000,25.508760525358582,69.07653542755935,0.8301976613044201,False
2004-04-01,Central,28.40037834615073,49.84647233238567,383.91114773206425,0.8646585844963828,2004,4,Spring,2000,25.072367313266778,67.91217491975472,0.5158115270153808,False
2004-05-01,Central,24.34072553038188,43.91883626194289,376.7952241097205,2.482150709689265,2004,5,Spring,2000,24.56556530983549,68.07616792232146,-0.1473895438971241,False
2004-06-01,Central,23.98972107806252,49.70501018392101,382.3767399945872,2.9551051172643,2004,6,Summer,2000,24.41897020249101,68.68091672399159,-0.2047310307772457,False
2004-07-01,Central,24.003592921971265,54.14213711831058,382.84339582600046,-0.5077541599150819,2004,7,Summer,2000,24.693977702275703,69.8002613207242,-0.2024648710455375,False
2004-08-01,Central,19.62861376343494,75.13145056473009,382.2940111524768,1.3363221475582585,2004,8,Summer,2000,24.80170661146806,71.20990926144485,-0.9171789106035413,False
2004-09-01,Central,18.02232976752158,92.49410221900274,383.7116806751905,3.088822701239719,2004,9,Autumn,2000,24.618490516585396,73.10465652608677,-1.1795878688626003,False
2004-10-01,Central,22.09485253746259,94.6623152773748,382.61210085306544,1.9600553017825684,2004,10,Autumn,2000,24.90170728242553,74.03326398507022,-0.5142843109205598,False
2004-11-01,Central,22.26246430612686,76.45128156435185,384.6931251824323,1.4035988753572144,2004,11,Autumn,2000,24.93935638630569,71.95453506700443,-0.4869025840783274,False
2004-12-01,Central,25.427502997620373,102.86822312511102,382.36903156636254,2.469800143448119,2004,12,Winter,2000,24.823970827293376,72.56783636596332,0.03015075642524353,False
2005-01-01,Central,28.24922625465674,85.55782156090727,382.3566515378901,0.7499363065210303,2005,1,Winter,2000,24.84058105296077,72.46045576433248,0.4911187186648483,False
2005-02-01,Central,31.5767557949394,79.04115683827094,383.2721977733273,2.9775647202392515,2005,2,Winter,2000,24.86008279465778,72.88732713150243,1.034717212121366,False
2005-03-01,Central,32.87729782318549,64.81632672372349,382.7095999826787,1.7927215830202123,2005,3,Spring,2000,25.072788426792865,72.3862611475027,1.2471789434667786,False
2005-04-01,Central,34.09557793888555,53.11476389549859,380.5825973649574,2.5634899406859954,2005,4,Spring,2000,25.5473883928541,72.6586187777621,1.4462020407782827,False
2005-05-01,Central,30.39116723042545,49.05081125480609,378.14477641057846,2.927908871937995,2005,5,Spring,2000,26.051591867857734,73.0862833605007,0.8410347369616371,False
2005-06-01,Central,25.12495295131667,35.505536005674486,384.9860074099222,2.708271444886336,2005,6,Summer,2000,26.146194523962247,71.90299384564683,-0.019275025487401013,False
2005-07-01,Central,20.843533877249858,63.95067436722738,384.5015569129214,2.1312235163056834,2005,7,Summer,2000,25.88285627023546,72.72037194972323,-0.7187047165972251,False
2005-08-01,Central,21.934367836535053,35.12762589581259,386.7449809287178,2.1042676341636684,2005,8,Summer,2000,26.075002442993803,69.3867198939801,-0.5405017315597822,False
2005-09-01,Central,17.991991573289656,79.22702318524627,379.1469402139954,2.681416247371857,2005,9,Autumn,2000,26.07247426014114,68.2811299745004,-1.1845440372388738,False
2005-10-01,Central,18.763492219158035,93.420759410995,387.55989133405416,1.986184515741981,2005,10,Autumn,2000,25.794860900282426,68.17766698563541,-1.0585086155490768,False
2005-11-01,Central,26.83227604939124,86.1468932753686,382.38326468354353,1.8219291197310192,2005,11,Autumn,2000,26.17567854555446,68.98563462822014,0.2596400833708099,False
2005-12-01,Central,27.965678902730527,110.1194993548775,382.74884448554354,2.8038605034929,2005,12,Winter,2000,26.387193204313643,69.58990764736735,0.44479729267456813,False
2006-01-01,Central,28.58957227316041,107.37503114685563,382.9101108096858,1.1572649390202008,2006,1,Winter,2000,26.415555372522277,71.40800844619638,0.5467190012987939,False
2006-02-01,Central,30.106713324742643,86.26636417482098,385.2309220919684,1.8430653829340664,2006,2,Winter,2000,26.293051833339216,72.01010905757555,0.794565212735006,False
2006-03-01,Central,28.95962067466639,79.16670475677228,379.98446208626575,2.014222966759192,2006,3,Spring,2000,25.96657873762929,73.20597389366296,0.6071715836513927,False
2006-04-01,Central,32.11295705524034,65.9821765597173,386.6091718825562,4.079140407698968,2006,4,Spring,2000,25.801360330658856,74.27825828234784,1.1223131879828796,False
2006-05-01,Central,29.467244812649746,67.8312752273454,381.9581682564499,2.637353072430514,2006,5,Spring,2000,25.724366795844215,75.84329694672613,0.6900990868664282,False
2006-06-01,Central,26.781177734147548,26.405642208737746,382.70569813552095,2.935210987938192,2006,6,Summer,2000,25.862385527746792,75.08497246364806,0.25129245884986345,False
2006-07-01,Central,22.856211331730645,44.30302915803986,386.9529825182511,3.3537493786373447,2006,7,Summer,2000,26.030108648953515,73.44766869621577,-0.38990570254648405,False
2006-08-01,Central,19.576801913767216,42.67321558974795,381.6693933066163,3.441869651741372,2006,8,Summer,2000,25.833644822056197,74.07646783737704,-0.9256431009530517,False
2006-09-01,Central,18.602638580672927,72.4825979649048,386.5727368905309,2.328236636765615,2006,9,Autumn,2000,25.884532072671472,73.51443240234859,-1.0847863072987574,False
2006-10-01,Central,19.918756330857573,65.51741469921585,381.0884274904968,2.4297110460420672,2006,10,Autumn,2000,25.98080408197977,71.18915367636698,-0.8697800639128669,False
2006-11-01,Central,21.431371464177484,109.61405286914598,385.7183488994377,4.277187865885587,2006,11,Autumn,2000,25.53072869987862,73.14475030918177,-0.6226732245300417,False
2006-12-01,Central,30.25257665155958,111.38592138295608,384.83722369958514,1.9602763210016507,2006,12,Winter,2000,25.72130351228104,73.25028547818832,0.8183940274001665,False
2007-01-01,Central,32.19546748031653,96.22798679695396,391.8237289791139,2.2094384549810653,2007,1,Winter,2000,26.021794779544052,72.32136511569651,1.1357924200146006,False
2007-02-01,Central,33.30786891822481,83.18435240707822,386.9622816848135,1.5337905244317511,2007,2,Winter,2000,26.28855774566756,72.06453080171795,1.3175187543552536,False
2007-03-01,Central,32.29886535991669,54.795803451417925,387.6760847700269,2.487353703785716,2007,3,Spring,2000,26.566828136105087,70.03362235960509,1.15268390990126,False
2007-04-01,Central,30.511072483041687,57.06702106836554,391.3414244033047,3.5689421169392634,2007,4,Spring,2000,26.433337755088534,69.29069273532578,0.8606229371235427,False
2007-05-01,Central,32.806874751176764,37.17697657674967,386.0029153256014,3.534954885299928,2007,5,Spring,2000,26.711640249965786,66.73616784777613,1.2356743496276887,False
2007-06-01,Central,27.150873166739736,51.40539193629264,388.5815507641146,3.713527777902355,2007,6,Summer,2000,26.7424482026818,68.81948032507238,0.31168737879332326,False
2007-07-01,Central,23.30379413349724,37.08085641882224,386.3154390475629,3.9281111192541935,2007,7,Summer,2000,26.779746769495688,68.21763259680424,-0.3167867914167871,False
2007-08-01,Central,20.33172958557625,57.93114633690024,392.5790987539339,2.872600627290857,2007,8,Summer,2000,26.842657408813107,69.48912682573359,-0.8023151063864976,False
2007-09-01,Central,18.674544870173843,45.64671124436877,390.8262562363405,2.7659992992131968,2007,9,Autumn,2000,26.84864959960485,67.25280293235559,-1.0730394091361566,False
2007-10-01,Central,18.70359739495248,83.48882736523362,392.221029175306,3.7343035715218926,2007,10,Autumn,2000,26.74738635494609,68.75042065452375,-1.068293272848082,False
2007-11-01,Central,21.472591254836782,89.31952855647175,383.77445836358487,2.3632342410463067,2007,11,Autumn,2000,26.750821337501034,67.05921029513422,-0.6159393951735385,False
2007-12-01,Central,24.783188974164943,98.24254553886992,387.9278414982568,3.890408009848534,2007,12,Winter,2000,26.295039031051477,65.9639289747937,-0.0751069514998757,False
2008-01-01,Central,29.42789571874837,91.8146082802852,389.3412766211639,3.2725548832735045,2008,1,Winter,2000,26.0644080509208,65.59614743173798,0.6836708619912706,False
2008-02-01,Central,34.692522959762634,96.23606883457626,388.2074857041966,3.9626032012232577,2008,2,Winter,2000,26.179795887715624,66.68379046736281,1.5437213595692405,False
2008-03-01,Central,33.38429288873023,68.28743695175065,389.8184785723003,3.41876217252599,2008,3,Spring,2000,26.270248181783415,67.8080932590572,1.3300036788999599,False
2008-04-01,Central,31.512902900718284,53.79099749078894,389.9850100298572,3.53271550291661,2008,4,Spring,2000,26.353734049923133,67.53509129425915,1.0242859487227276,False
2008-05-01,Central,27.589883851462485,40.18410971546409,391.0719031472019,4.039324516981059,2008,5,Spring,2000,25.91898480828027,67.78568572248535,0.38340591470339924,False
2008-06-01,Central,24.266189362737855,40.81658376126178,391.7414884652864,2.7546937208314946,2008,6,Summer,2000,25.67859449128012,66.90328504123279,-0.1595660694392155,False
2008-07-01,Central,23.95256657483199,49.26791224377631,391.8216115400319,3.838045197040085,2008,7,Summer,2000,25.732658861391347,67.91887302664563,-0.21080073856999001,False
2008-08-01,Central,18.5425417716344,39.99374156816619,392.5526974530382,3.61939372930088,2008,8,Summer,2000,25.583559876896192,66.4240892959178,-1.0946039616454448,False
2008-09-01,Central,17.33774080493581,60.71734161344004,392.8241438253706,3.8014982243524735,2008,9,Autumn,2000,25.47215953812636,67.67997516000706,-1.2914250514310752,False
2008-10-01,Central,18.156914230288145,85.2596141487864,397.6343121884159,4.507592799124434,2008,10,Autumn,2000,25.42660260773766,67.82754072530312,-1.1576016144005754,False
2008-11-01,Central,23.32627990934126,93.07699125622052,395.135366965081,3.4678649035332207,2008,11,Autumn,2000,25.581076662279703,68.14066261694886,-0.31311342541806764,False
2008-12-01,Central,26.1986957107938,107.68681891631222,392.5082273165185,3.8724742224401294,2008,12,Winter,2000,25.699035556998776,68.92768539840239,0.15613587300218248,False
2009-01-01,Central,30.671445667630103,92.55596692263804,394.9809063648154,2.124601239045941,2009,1,Winter,2000,25.802664719405584,68.98946528526513,0.8868221400089605,False
2009-02-01,Central,35.3371143686116,70.75083980577537,393.842591715648,3.102951699469889,2009,2,Winter,2000,25.856380670142997,66.86569619953171,1.6490243822782582,False
2009-03-01,Central,32.55010523454992,64.89936049903918,392.71818128506857,4.510600854029232,2009,3,Spring,2000,25.78686503229464,66.58335649513909,1.19372745758235,False
2009-04-01,Central,31.786532657214455,72.60426853493348,391.1992968219927,2.600124232281866,2009,4,Spring,2000,25.809667512002648,68.15112908215114,1.0689871967794335,False
2009-05-01,Central,29.44058963260848,47.25603368177472,392.79408639610233,4.056468564688531,2009,5,Spring,2000,25.96389299376482,68.74045607934369,0.6857445903735092,False
2009-06-01,Central,24.75357501452432,37.31152395938176,389.5280596273759,3.808514701834914,2009,6,Summer,2000,26.004508464747023,68.44836776252035,-0.0799448060255963,False
2009-07-01,Central,23.799468348312423,67.84734445445949,390.8335697711054,4.2226606332567895,2009,7,Summer,2000,25.991750279203725,69.99665378007728,-0.23581147529806487,False
2009-08-01,Central,21.40790048400795,44.77745021207096,393.1317061357752,2.923552013189899,2009,8,Summer,2000,26.23053017190152,70.39529616706936,-0.6265075374356525,False
2009-09-01,Central,18.34142582114348,48.37967700072561,394.3459725248927,3.2866577284509386,2009,9,Autumn,2000,26.314170589918827,69.36715744934314,-1.12745906522107,False
2009-10-01,Central,18.11715513365026,96.93178085528224,395.0240236002464,3.6173580520845143,2009,10,Autumn,2000,26.310857331865673,70.3398380082178,-1.1640968189575602,False
2009-11-01,Central,23.585396805778128,88.47642404885858,393.98131470724405,3.0439238053223123,2009,11,Autumn,2000,26.33245040656874,69.9564574076043,-0.27078305604732866,False
2009-12-01,Central,26.22628020136651,108.83050655553583,393.69435210976576,3.970099360833568,2009,12,Winter,2000,26.334749114116466,70.05176471087294,0.16064218536892927,False
2010-01-01,Central,30.523933454192544,84.40237443578474,395.4278531050952,3.693559364306141,2010,1,Winter,2010,26.322456429663337,69.37229867030183,0.8627239566509005,False
2010-02-01,Central,34.79773896292889,76.66997080887634,395.912105485264,3.791582590681411,2010,2,Winter,2010,26.277508479189777,69.86555958722691,1.5609098653710054,False
2010-03-01,Central,36.97162846749965,65.48358910823053,399.1378715302724,4.0857871095581215,2010,3,Spring,2010,26.645968748602257,69.91424530465952,1.916045122720281,False
2010-04-01,Central,33.6290404342922,62.593409950691125,396.7304354533048,4.308437390994488,2010,4,Spring,2010,26.79951106335874,69.080007089306,1.3699866138173058,False
2010-05-01,Central,28.68967779202569,58.6356249190696,393.2143132079567,5.130193241284573,2010,5,Spring,2010,26.736935076643505,70.02830635908056,0.5630726380082751,False
2010-06-01,Central,25.10265452467312,24.644823896402738,398.0593101062618,3.8834253203458,2010,6,Summer,2010,26.76602503582257,68.97274802049898,-0.0229177853737201,False
2010-07-01,Central,21.77725493002596,31.32414083400859,396.4001590447602,5.37823616073054,2010,7,Summer,2010,26.597507250965364,65.92914771879474,-0.5661683224185554,False
2010-08-01,Central,21.18890703494492,64.4160720375839,397.7511675193036,4.575642859558918,2010,8,Summer,2010,26.579257796876778,67.56569953758749,-0.6622831804604168,False
2010-09-01,Central,23.0786115393006,69.90840961465345,395.7519634312533,5.828400098398776,2010,9,Autumn,2010,26.97402327338987,69.35976058874813,-0.35357351786836566,False
2010-10-01,Central,22.45603279845085,86.32219429675368,396.0065331819833,4.120894993963742,2010,10,Autumn,2010,27.33559641212325,68.47562837553743,-0.455280463362599,False
2010-11-01,Central,24.869208728153986,90.000774898057,402.7665457333306,5.409393768048055,2010,11,Autumn,2010,27.442580738987914,68.60265761297063,-0.061054421504312846,False
2010-12-01,Central,26.48937780144499,116.51340119491078,391.7787766802801,4.29015948328982,2010,12,Winter,2010,27.464505538994448,69.24289883291854,0.20362285835869895,False
2011-01-01,Central,27.140507250003395,107.69805406674044,393.8703100536845,4.54683610958935,2011,1,Winter,2010,27.18255335531202,71.18420546883151,0.3099939613035745,False
2011-02-01,Central,31.862485529553727,78.14752842855016,399.0662729345732,4.945908127883775,2011,2,Winter,2010,26.93794890253076,71.307335270471,1.0813951608493233,False
2011-03-01,Central,32.38547126481982,78.28965609481268,395.97230007174767,5.504557816125623,2011,3,Spring,2010,26.55576913564077,72.37450751935285,1.1668321958472898,False
2011-04-01,Central,29.71370358876806,68.48376364198185,398.0788959232149,3.784761246226152,2011,4,Spring,2010,26.22949106518043,72.86537032696042,0.7303615752305951,False
2011-05-01,Central,28.8527713743575,54.45660803618927,398.54741249338497,4.117321729902618,2011,5,Spring,2010,26.243082197041414,72.5171189200537,0.5897162559160115,False
2011-06-01,Central,26.570362328803867,22.722447406568016,398.8916197618362,5.54182623305308,2011,6,Summer,2010,26.365391180718973,72.35692087923415,0.2168528136551539,False
2011-07-01,Central,21.97930253855139,40.80108806420095,399.0676464896217,4.971232733884873,2011,7,Summer,2010,26.382228481429426,73.14666648175019,-0.5331610194716413,False
2011-08-01,Central,19.74803583240792,65.12466569403311,399.5004073669783,3.8883463433944914,2011,8,Summer,2010,26.26215588121801,73.20571595312096,-0.8976696452481822,False
2011-09-01,Central,18.946424243382825,91.48625525356763,397.9728980811004,4.704131439014256,2011,9,Autumn,2010,25.91780693989153,75.0038697563638,-1.0286241106724952,False
2011-10-01,Central,19.78950615135413,90.78273700389742,399.9401480929451,3.764528060350485,2011,10,Autumn,2010,25.695596385966805,75.37558164862577,-0.8908948885918052,False
2011-11-01,Central,24.694140318147568,96.96471498218922,398.03996009578975,4.966093791563242,2011,11,Autumn,2010,25.681007351799597,75.95590998897012,-0.08965429500783477,False
2011-12-01,Central,26.045115276125298,108.52255933743965,395.398030458332,4.443621278751959,2011,12,Winter,2010,25.643985474689625,75.29000650084753,0.13104636082820403,False
2012-01-01,Central,29.786399677235465,82.71511326158982,400.0101393808624,5.736694496804031,2012,1,Winter,2010,25.864476510292295,73.20809476708499,0.7422374981015027,False
2012-02-01,Central,32.53591092744887,90.69014171857482,399.6546389106967,4.738112100134433,2012,2,Winter,2010,25.920595293450223,74.2533125412537,1.1914086189777995,False
2012-03-01,Central,33.26697238369968,77.26506064399423,396.6313582722734,5.704379306924487,2012,3,Spring,2010,25.994053720023544,74.16792958701883,1.310837733409737,False
2012-04-01,Central,35.10645314909577,47.44264919731973,395.4753227277496,5.463440325756016,2012,4,Spring,2010,26.44344951671752,72.41450338329699,1.6113426457497833,False
2012-05-01,Central,30.77213422639807,33.799984180885815,400.849195768115,5.6403124816667605,2012,5,Spring,2010,26.60339642105424,70.6931180620217,0.9032710244416816,False
2012-06-01,Central,27.87870699835112,43.64401746156312,400.77830042983805,7.3511979239430385,2012,6,Summer,2010,26.71242514351651,72.4365822332713,0.4305892155947553,False
2012-07-01,Central,23.837869794014104,53.82626482449426,401.224774816014,5.0142029246560025,2012,7,Summer,2010,26.867305748138403,73.5220136299624,-0.22953806201133792,False
2012-08-01,Central,18.80119808558244,56.99095575183106,398.8415281447608,5.432283299779924,2012,8,Summer,2010,26.788402602569608,72.84420446811224,-1.0523488348665477,False
2012-09-01,Central,18.565566041369788,34.24701405358084,400.1572426484633,6.632619060988401,2012,9,Autumn,2010,26.756664419068525,68.07426770144667,-1.0908426251375112,False
2012-10-01,Central,18.75334106220882,90.38186998848572,404.9607777868578,5.819518507992535,2012,10,Autumn,2010,26.670317328306414,68.04086211682903,-1.060166949023696,False
2012-11-01,Central,21.378132056601476,77.18808049998327,401.7286517207938,4.773467866219696,2012,11,Autumn,2010,26.393983306510908,66.39280924331187,-0.6313706264315068,False
2012-12-01,Central,27.76203470015148,99.46475611653318,402.3083094568215,4.864586760356327,2012,12,Winter,2010,26.537059925179758,65.63799230823632,0.411529163757005,False
2013-01-01,Central,30.53722234975107,73.2529948801612,396.8917421992018,5.627954694407449,2013,1,Winter,2010,26.599628481222723,64.84948244311727,0.8648948836157446,False
2013-02-01,Central,33.35613820751242,65.19564455936919,397.4765260115633,5.04918232774273,2013,2,Winter,2010,26.667980754561356,62.72494101318347,1.3254042179159264,False
2013-03-01,Central,32.39830933964719,54.59588936049652,405.2803445704128,6.086841386468421,2013,3,Spring,2010,26.595592167556983,60.83584340622533,1.1689294749399493,False
2013-04-01,Central,35.84192354706832,49.06195582098178,401.5517141555199,5.37430116934839,2013,4,Spring,2010,26.656881367388024,60.97078562486383,1.7314920224810206,False
2013-05-01,Central,31.18519682800716,53.45962830527135,402.83539405468287,5.92898147823232,2013,5,Spring,2010,26.69130325085545,62.609089301895956,0.9707505780323187,False
2013-06-01,Central,27.160668552948557,56.61717016257119,404.62853089418087,4.728318965533016,2013,6,Summer,2010,26.631466713738572,63.6901853603133,0.3132875921412378,False
2013-07-01,Central,26.04446809301402,28.01409744814329,406.4715692447031,5.799387835052267,2013,7,Summer,2010,26.815349905321895,61.53917141228405,0.1309406344146527,False
2013-08-01,Central,22.901188147632716,42.22704510727898,401.7416620603689,6.504545175019891,2013,8,Summer,2010,27.157015743826083,60.30884552523804,-0.3825581105660503,False
2013-09-01,Central,18.58626788358393,58.12171586629038,404.4396704478656,7.03947558882742,2013,9,Autumn,2010,27.158740897343932,62.2984040096305,-1.087460689649592,False
2013-10-01,Central,21.86883352148422,76.89863393162618,397.71326600231566,5.478269249367183,2013,10,Autumn,2010,27.41836526895021,61.17480100489221,-0.5512076785694401,False
2013-11-01,Central,21.26252383881051,107.442929184113,406.1798280905377,5.598072991026764,2013,11,Autumn,2010,27.408731250800965,63.69603839523635,-0.6502568458509216,False
2013-12-01,Central,28.76267641517916,109.87713384138456,401.3602261621286,5.037405573458746,2013,12,Winter,2010,27.492118060386606,64.56373653897397,0.5749979841517854,False
2014-01-01,Central,29.51463247295875,94.80282386582196,403.4214625540684,4.853165838253657,2014,1,Winter,2010,27.40690223732058,66.35955562111236,0.6978405240018637,False
2014-02-01,Central,33.29213275768593,87.30783806538236,404.0121636459028,6.394933561952939,2014,2,Winter,2010,27.401568449835036,68.20223841328014,1.3149480324253136,False
2014-03-01,Central,36.5090668908511,78.63087786005246,400.9274928487639,6.614263755964968,2014,3,Spring,2010,27.74413157910203,70.20515412157646,1.8404792192014616,False
2014-04-01,Central,33.83713316139228,43.549487764960055,403.2429562975331,5.560741317446239,2014,4,Spring,2010,27.57706571362903,69.74578178357464,1.4039814714380898,False
2014-05-01,Central,32.67722867056371,30.101524979034743,405.336949380482,6.186778383360644,2014,5,Spring,2010,27.70140170050874,67.79927317305494,1.2144948489649197,False
2014-06-01,Central,26.977686931195525,39.12890495137657,405.688028820724,5.535951225061093,2014,6,Summer,2010,27.686153232029323,66.34191773878871,0.2833949848146836,False
2014-07-01,Central,22.99873868599509,30.14709338926658,402.8533153717574,7.386887966397018,2014,7,Summer,2010,27.432342448111076,66.51966740054898,-0.3666218656589191,False
2014-08-01,Central,21.328826875002846,57.325976720261,400.9919578834648,4.8545813193630165,2014,8,Summer,2010,27.30131234205859,67.77791170163083,-0.6394253174904894,False
2014-09-01,Central,22.06093334176966,67.18471290135679,402.9851782363376,6.33468950121529,2014,9,Autumn,2010,27.5908677969074,68.53316145455302,-0.5198254859739203,False
2014-10-01,Central,22.54296717288324,84.81844334529539,400.9796077206169,5.984527947689423,2014,10,Autumn,2010,27.64704560119065,69.19314557235879,-0.4410785173245726,False
2014-11-01,Central,21.82537605310632,91.18393638485996,405.2385282075349,7.309380643487044,2014,11,Autumn,2010,27.693949952381967,67.83822950575437,-0.5583070638802774,False
2014-12-01,Central,25.08117897917293,102.28967948548517,406.64689540570095,6.1751212138576745,2014,12,Winter,2010,27.387158499381446,67.20594164276275,-0.026426116115411805,False
2015-01-01,Central,27.84834639329982,99.9389713612386,407.39894824448567,5.259707128650341,2015,1,Winter,2010,27.24830132607654,67.63395393404747,0.4256293860976706,False
2015-02-01,Central,33.358362456145755,94.29003239978162,408.1613670073826,6.875927700505611,2015,2,Winter,2010,27.253820467614855,68.21580346191409,1.3257675800413458,False
2015-03-01,Central,33.38558777663385,69.20266572471463,408.3914594745252,5.833727856702935,2015,3,Spring,2010,26.99353054143009,67.4301191173026,1.3302152169509616,False
2015-04-01,Central,33.64851456426738,64.18516060452413,405.3340898273046,6.495161394484663,2015,4,Spring,2010,26.97781232500301,69.1497585205996,1.3731679853386491,False
2015-05-01,Central,28.566106075186536,44.37093247521331,405.693290261423,6.8849104480091565,2015,5,Spring,2010,26.635218775388243,70.3388758119478,0.5428854696317341,False
2015-06-01,Central,24.76122570481443,31.64275222361069,409.1474985666426,7.405266588825992,2015,6,Summer,2010,26.450513673189818,69.71502975130066,-0.0786949587544425,False
2015-07-01,Central,23.70866017384681,48.81173822988684,408.7827374446738,7.076305345793086,2015,7,Summer,2010,26.509673797177467,71.27041682135234,-0.2506462607554019,False
2015-08-01,Central,21.88669528875453,63.36654026635303,405.2939010456008,6.807377738755514,2015,8,Summer,2010,26.556162831656774,71.77379711686001,-0.5482897090484882,False
2015-09-01,Central,18.867141164555505,73.82599959328726,406.239523703385,7.1022656705540985,2015,9,Autumn,2010,26.290013483555594,72.32723767452089,-1.041576110552702,False
2015-10-01,Central,16.701491728503466,86.52463365346468,408.54906517981954,5.819845554906406,2015,10,Autumn,2010,25.803223863190613,72.46942020020167,-1.3953652374533883,False
2015-11-01,Central,26.31966486068248,95.07858324250672,407.9228730904368,7.647587630610928,2015,11,Autumn,2010,26.177747930488625,72.79397410500556,0.17589787566455886,False
2015-12-01,Central,33.967966827179,104.69193406401502,412.4739014072306,5.937867443910647,2015,12,Winter,2010,26.91831358448913,72.99416198654971,1.4253549807500496,False
2016-01-01,Central,31.55117334720867,109.17823753350255,407.422438332836,7.755637233302611,2016,1,Winter,2010,27.226882497314865,73.76410083423838,1.0305379614559687,False
2016-02-01,Central,32.59026212343822,100.04527927736294,410.44103436134,6.308780432977672,2016,2,Winter,2010,27.16287413625591,74.24370474070348,1.2002876470674686,False
2016-03-01,Central,34.01250792093812,86.66663259227523,407.1041634266613,6.360099528126971,2016,3,Spring,2010,27.215117481614595,75.6990353130002,1.4326313914238695,False
2016-04-01,Central,31.830699773279058,65.72710392922176,407.4834229316946,6.80769701036371,2016,4,Spring,2010,27.0636329156989,75.82753059005834,1.0762025129659274,False
2016-05-01,Central,32.486104826626125,61.635760456436834,407.48753205214064,7.420827234791728,2016,5,Spring,2010,27.39029947831887,77.2662662551603,1.1832720957570662,False
2016-06-01,Central,25.743151055790683,43.493052412254414,411.9474895792199,6.806238621626599,2016,6,Summer,2010,27.472126590900228,78.2537912708806,0.0817162817817158,False
2016-07-01,Central,24.354455488998955,32.768029297346686,403.2978824835682,7.034166133175714,2016,7,Summer,2010,27.5259428671629,76.91681552650226,-0.14514656311239832,False
2016-08-01,Central,21.069898768140018,47.2770017793949,410.9705940242423,6.815099289537375,2016,8,Summer,2010,27.45787649044502,75.5760206525891,-0.6817248454436583,False
2016-09-01,Central,18.950154321536445,78.81058892057433,410.1182468578218,7.48626838688301,2016,9,Autumn,2010,27.464794253526765,75.99140309652968,-1.0280147502324941,False
2016-10-01,Central,19.40834667833617,82.88466383806492,410.6302321903296,7.067005956979813,2016,10,Autumn,2010,27.69036549934616,75.6880722785797,-0.953162619889434,False
2016-11-01,Central,25.00763188369947,94.1739033385568,410.94172274374415,7.2769658860374,2016,11,Autumn,2010,27.58102941793091,75.61268228658386,-0.0384410628840221,False
2016-12-01,Central,26.323635868700087,69.77365041755473,409.89297501239366,7.069954249238652,2016,12,Winter,2010,26.94400183805767,72.7028253160455,0.17654659536779313,False
2017-01-01,Central,30.84873249246169,90.89704157370043,406.4386677784849,6.656806636733958,2017,1,Winter,2010,26.88546510016209,71.17939231939533,0.9157844226037392,False
2017-02-01,Central,33.818919064293254,77.0177967877842,414.12664660734566,6.342543210561335,2017,2,Winter,2010,26.98785317856667,69.26043544526377,1.401005943911485,False
2017-03-01,Central,35.110898362385775,66.32925353981817,408.958536148382,7.61141324534878,2017,3,Spring,2010,27.07938571535398,67.56565385755901,1.6120688335171003,False
